C1,C2,stat,p_value,cutoff,significant
1,6,kurtosis,0.20629084352966762,7.716049382716049e-5,FALSE
5,7,skewness,0.20769718516806857,7.716049382716049e-5,FALSE
1,5,maxWidth,0.20965795276236981,7.716049382716049e-5,FALSE
3,5,stairs2,0.2108161338536218,7.716049382716049e-5,FALSE
4,5,maxHeight,0.21216649929232095,7.716049382716049e-5,FALSE
1,2,skewness,0.21242029587826006,7.716049382716049e-5,FALSE
0,6,B1,0.218928187178139,7.716049382716049e-5,FALSE
0,2,pitchforks,0.22127503461188622,7.716049382716049e-5,FALSE
3,8,DelW,0.22285180440735616,7.716049382716049e-5,FALSE
5,6,ILnumber,0.22405224021111894,7.716049382716049e-5,FALSE
0,6,pitchforks,0.22633781526384908,7.716049382716049e-5,FALSE
5,6,cherries,0.22731398128084493,7.716049382716049e-5,FALSE
2,4,closeness,0.2282634722574625,7.716049382716049e-5,FALSE
0,8,pitchforks,0.2288686740204341,7.716049382716049e-5,FALSE
5,8,betweenness,0.23283881775954351,7.716049382716049e-5,FALSE
4,8,DelW,0.234323518523622,7.716049382716049e-5,FALSE
4,5,B1,0.23651976077299455,7.716049382716049e-5,FALSE
1,6,maxWidth,0.23820152688488913,7.716049382716049e-5,FALSE
1,4,skewness,0.2385268271088952,7.716049382716049e-5,FALSE
0,5,betweenness,0.2433511245091595,7.716049382716049e-5,FALSE
0,6,betweenness,0.2470880589791348,7.716049382716049e-5,FALSE
5,8,pitchforks,0.24878049942262148,7.716049382716049e-5,FALSE
5,6,B1,0.25019501021831086,7.716049382716049e-5,FALSE
0,5,ILnumber,0.2538096278466267,7.716049382716049e-5,FALSE
4,5,cherries,0.2574120311832779,7.716049382716049e-5,FALSE
0,3,DelW,0.25980785507769705,7.716049382716049e-5,FALSE
3,6,treeSize,0.2605093854071142,7.716049382716049e-5,FALSE
1,7,DelW,0.2613339628493361,7.716049382716049e-5,FALSE
0,5,cherries,0.2640959280630241,7.716049382716049e-5,FALSE
4,8,maxWidth,0.2655894453821728,7.716049382716049e-5,FALSE
2,5,stairs1,0.2696432402897828,7.716049382716049e-5,FALSE
5,6,stairs1,0.2744142307827776,7.716049382716049e-5,FALSE
2,4,maxWidth,0.2772831379383914,7.716049382716049e-5,FALSE
4,5,stairs1,0.2774089899575473,7.716049382716049e-5,FALSE
4,8,B1,0.2789199703329078,7.716049382716049e-5,FALSE
4,6,maxWidth,0.2794428351055968,7.716049382716049e-5,FALSE
7,8,pitchforks,0.28016643737864405,7.716049382716049e-5,FALSE
6,8,B1,0.2802569307760334,7.716049382716049e-5,FALSE
4,8,I2,0.28343493015468846,7.716049382716049e-5,FALSE
4,5,ILnumber,0.28641721300494977,7.716049382716049e-5,FALSE
2,6,maxHeight,0.29266737826908135,7.716049382716049e-5,FALSE
0,6,kurtosis,0.29322477178971135,7.716049382716049e-5,FALSE
0,8,stairs1,0.29437163891360285,7.716049382716049e-5,FALSE
4,5,sackin,0.2952741853342069,7.716049382716049e-5,FALSE
2,6,colless,0.3057989035595804,7.716049382716049e-5,FALSE
3,5,B1,0.312702357697996,7.716049382716049e-5,FALSE
0,4,betweenness,0.3131054729122706,7.716049382716049e-5,FALSE
1,8,stairs1,0.31439909622174056,7.716049382716049e-5,FALSE
0,5,sackin,0.3162436175828121,7.716049382716049e-5,FALSE
6,7,pitchforks,0.3165430980180988,7.716049382716049e-5,FALSE
6,8,I2,0.32162242958796905,7.716049382716049e-5,FALSE
1,8,B2,0.3222703494489969,7.716049382716049e-5,FALSE
1,5,DelW,0.32617937541947584,7.716049382716049e-5,FALSE
1,4,kurtosis,0.3283561771783081,7.716049382716049e-5,FALSE
2,7,pitchforks,0.3287578419258542,7.716049382716049e-5,FALSE
5,8,kurtosis,0.3292150315056397,7.716049382716049e-5,FALSE
5,6,pitchforks,0.3321668194501102,7.716049382716049e-5,FALSE
1,6,pitchforks,0.33349515324017276,7.716049382716049e-5,FALSE
0,4,closeness,0.3380137910388492,7.716049382716049e-5,FALSE
2,8,I2,0.33823004742586715,7.716049382716049e-5,FALSE
4,5,treeSize,0.3394064604451177,7.716049382716049e-5,FALSE
0,5,kurtosis,0.34019644080663725,7.716049382716049e-5,FALSE
0,2,stairs1,0.3418369597336457,7.716049382716049e-5,FALSE
2,4,colless,0.34342803400911526,7.716049382716049e-5,FALSE
4,8,pitchforks,0.34730050019130054,7.716049382716049e-5,FALSE
2,8,B1,0.3503723846406267,7.716049382716049e-5,FALSE
6,7,DelW,0.36616355581032034,7.716049382716049e-5,FALSE
2,5,pitchforks,0.3687133701885078,7.716049382716049e-5,FALSE
0,2,cherries,0.36940865831272374,7.716049382716049e-5,FALSE
0,2,ILnumber,0.3718775529916287,7.716049382716049e-5,FALSE
4,6,DelW,0.37532138088220657,7.716049382716049e-5,FALSE
6,7,maxWidth,0.37612429575733763,7.716049382716049e-5,FALSE
3,4,treeSize,0.37829861963920697,7.716049382716049e-5,FALSE
0,8,skewness,0.38235927398264125,7.716049382716049e-5,FALSE
5,7,kurtosis,0.3940641268648176,7.716049382716049e-5,FALSE
1,8,closeness,0.3952274602356829,7.716049382716049e-5,FALSE
1,6,skewness,0.39775018434035136,7.716049382716049e-5,FALSE
6,8,stairs2,0.3984600215216907,7.716049382716049e-5,FALSE
0,6,stairs1,0.3998688584509331,7.716049382716049e-5,FALSE
0,4,stairs1,0.4004056448877905,7.716049382716049e-5,FALSE
1,8,kurtosis,0.40089062911408635,7.716049382716049e-5,FALSE
4,6,closeness,0.4031056220720526,7.716049382716049e-5,FALSE
0,5,skewness,0.4133395657392903,7.716049382716049e-5,FALSE
4,8,stairs2,0.4179160167244578,7.716049382716049e-5,FALSE
2,8,stairs2,0.4231197376245792,7.716049382716049e-5,FALSE
2,4,ILnumber,0.42337203379604293,7.716049382716049e-5,FALSE
1,8,B1,0.4294099218478744,7.716049382716049e-5,FALSE
5,8,DelW,0.432632007006998,7.716049382716049e-5,FALSE
5,8,maxWidth,0.448405024988359,7.716049382716049e-5,FALSE
0,8,DelW,0.45384397785740405,7.716049382716049e-5,FALSE
4,7,treeSize,0.4542682035674289,7.716049382716049e-5,FALSE
0,5,maxWidth,0.4593681428919637,7.716049382716049e-5,FALSE
4,6,pitchforks,0.4601173434256821,7.716049382716049e-5,FALSE
4,8,B2,0.4630010913896335,7.716049382716049e-5,FALSE
1,8,colless,0.4646376887650907,7.716049382716049e-5,FALSE
2,8,maxWidth,0.4778665806334954,7.716049382716049e-5,FALSE
0,5,treeSize,0.478429279679922,7.716049382716049e-5,FALSE
2,6,sackin,0.48788619568533753,7.716049382716049e-5,FALSE
6,8,DelW,0.4882874331157151,7.716049382716049e-5,FALSE
2,8,closeness,0.48880421569287147,7.716049382716049e-5,FALSE
3,5,pitchforks,0.49126412595998115,7.716049382716049e-5,FALSE
0,2,treeSize,0.5018535229863927,7.716049382716049e-5,FALSE
2,8,pitchforks,0.5037744208876858,7.716049382716049e-5,FALSE
2,7,DelW,0.5052591393826885,7.716049382716049e-5,FALSE
2,8,stairs1,0.5059697089637292,7.716049382716049e-5,FALSE
2,4,cherries,0.5083053220267484,7.716049382716049e-5,FALSE
4,6,sackin,0.5098765231767338,7.716049382716049e-5,FALSE
2,4,pitchforks,0.5174552598450634,7.716049382716049e-5,FALSE
0,8,closeness,0.5233801435533394,7.716049382716049e-5,FALSE
4,5,betweenness,0.5247632164609635,7.716049382716049e-5,FALSE
0,5,stairs1,0.5302492736016997,7.716049382716049e-5,FALSE
0,7,maxHeight,0.5331733424628831,7.716049382716049e-5,FALSE
3,5,I2,0.5355696059367319,7.716049382716049e-5,FALSE
0,7,B1,0.5372674496450114,7.716049382716049e-5,FALSE
6,8,closeness,0.5423948522210205,7.716049382716049e-5,FALSE
5,7,maxHeight,0.5434071654405337,7.716049382716049e-5,FALSE
1,5,betweenness,0.54934561128386,7.716049382716049e-5,FALSE
4,8,stairs1,0.5560276676814269,7.716049382716049e-5,FALSE
1,8,sackin,0.5738568915663189,7.716049382716049e-5,FALSE
6,8,stairs1,0.5757302827740383,7.716049382716049e-5,FALSE
0,7,betweenness,0.5776377189494435,7.716049382716049e-5,FALSE
4,5,pitchforks,0.5902116893035376,7.716049382716049e-5,FALSE
1,8,skewness,0.600519259969384,7.716049382716049e-5,FALSE
6,8,pitchforks,0.6073147758510079,7.716049382716049e-5,FALSE
2,6,ILnumber,0.6080400007473579,7.716049382716049e-5,FALSE
2,5,closeness,0.609441689389226,7.716049382716049e-5,FALSE
6,8,maxWidth,0.6096978851431925,7.716049382716049e-5,FALSE
2,8,DelW,0.6131539651259112,7.716049382716049e-5,FALSE
1,8,cherries,0.6149764958907596,7.716049382716049e-5,FALSE
0,6,treeSize,0.6154642444936349,7.716049382716049e-5,FALSE
2,7,betweenness,0.6168081915973467,7.716049382716049e-5,FALSE
0,5,I2,0.6182909719364029,7.716049382716049e-5,FALSE
1,8,ILnumber,0.6214372445035788,7.716049382716049e-5,FALSE
2,6,cherries,0.625904775839374,7.716049382716049e-5,FALSE
0,4,pitchforks,0.6268298201550326,7.716049382716049e-5,FALSE
3,5,treeSize,0.6316201582520876,7.716049382716049e-5,FALSE
1,8,stairs2,0.634031291447404,7.716049382716049e-5,FALSE
2,6,DelW,0.638140062950233,7.716049382716049e-5,FALSE
3,5,DelW,0.6413851242251778,7.716049382716049e-5,FALSE
4,6,maxHeight,0.6481158699153994,7.716049382716049e-5,FALSE
0,5,closeness,0.6516038060787259,7.716049382716049e-5,FALSE
0,7,sackin,0.6571179309599593,7.716049382716049e-5,FALSE
1,8,I2,0.6661927945449764,7.716049382716049e-5,FALSE
0,5,B1,0.6686378138246738,7.716049382716049e-5,FALSE
5,6,betweenness,0.6707641668234867,7.716049382716049e-5,FALSE
4,8,kurtosis,0.6727788837711314,7.716049382716049e-5,FALSE
5,6,closeness,0.6727947401209216,7.716049382716049e-5,FALSE
2,4,B1,0.6732423703794923,7.716049382716049e-5,FALSE
0,8,kurtosis,0.6740193118021018,7.716049382716049e-5,FALSE
2,6,B1,0.6750597035329576,7.716049382716049e-5,FALSE
4,6,kurtosis,0.6754048695992175,7.716049382716049e-5,FALSE
7,8,B2,0.6864246499635146,7.716049382716049e-5,FALSE
5,7,pitchforks,0.6865738343670988,7.716049382716049e-5,FALSE
1,8,treeSize,0.6890850179601593,7.716049382716049e-5,FALSE
5,7,I2,0.6987957039700066,7.716049382716049e-5,FALSE
2,4,I2,0.7192331198445857,7.716049382716049e-5,FALSE
5,7,stairs2,0.7197985805270596,7.716049382716049e-5,FALSE
2,8,kurtosis,0.7234973437638355,7.716049382716049e-5,FALSE
2,5,treeSize,0.7314880102145973,7.716049382716049e-5,FALSE
2,6,maxWidth,0.7463192194291366,7.716049382716049e-5,FALSE
2,6,kurtosis,0.751259474367384,7.716049382716049e-5,FALSE
0,7,stairs2,0.7561443313588934,7.716049382716049e-5,FALSE
5,6,treeSize,0.7602876692589108,7.716049382716049e-5,FALSE
4,6,betweenness,0.762790379114906,7.716049382716049e-5,FALSE
2,4,skewness,0.765742271654384,7.716049382716049e-5,FALSE
0,7,pitchforks,0.798023630674757,7.716049382716049e-5,FALSE
0,5,pitchforks,0.7993511961145515,7.716049382716049e-5,FALSE
4,7,pitchforks,0.8048918064523425,7.716049382716049e-5,FALSE
2,6,pitchforks,0.8057475678545887,7.716049382716049e-5,FALSE
0,6,cherries,0.8126764618406315,7.716049382716049e-5,FALSE
1,8,DelW,0.8130983358397139,7.716049382716049e-5,FALSE
1,6,betweenness,0.8176379251935793,7.716049382716049e-5,FALSE
3,5,cherries,0.8200773448667364,7.716049382716049e-5,FALSE
4,6,ILnumber,0.8231655366488316,7.716049382716049e-5,FALSE
7,8,DelW,0.8246650843331875,7.716049382716049e-5,FALSE
0,6,ILnumber,0.8324456229763009,7.716049382716049e-5,FALSE
1,7,maxWidth,0.8373163693677516,7.716049382716049e-5,FALSE
0,5,maxHeight,0.8375889618169013,7.716049382716049e-5,FALSE
5,8,closeness,0.8387902833525961,7.716049382716049e-5,FALSE
2,4,kurtosis,0.8393285265588035,7.716049382716049e-5,FALSE
3,5,stairs1,0.8396083087847807,7.716049382716049e-5,FALSE
6,8,B2,0.84503725844455,7.716049382716049e-5,FALSE
2,6,stairs2,0.8468553088753039,7.716049382716049e-5,FALSE
2,8,B2,0.8477916526872445,7.716049382716049e-5,FALSE
0,5,DelW,0.8514309868586613,7.716049382716049e-5,FALSE
2,6,I2,0.853005184249116,7.716049382716049e-5,FALSE
0,7,I2,0.8550654568404681,7.716049382716049e-5,FALSE
0,5,stairs2,0.8561306172538476,7.716049382716049e-5,FALSE
5,7,cherries,0.8565172041268417,7.716049382716049e-5,FALSE
6,8,kurtosis,0.8641628870755864,7.716049382716049e-5,FALSE
0,2,betweenness,0.8649571616906242,7.716049382716049e-5,FALSE
3,7,ILnumber,0.8670663678361569,7.716049382716049e-5,FALSE
3,7,stairs1,0.8699728042303921,7.716049382716049e-5,FALSE
2,8,skewness,0.8724989227142925,7.716049382716049e-5,FALSE
3,5,ILnumber,0.8833582887179149,7.716049382716049e-5,FALSE
4,8,closeness,0.8845165082503085,7.716049382716049e-5,FALSE
2,6,skewness,0.8884834084158135,7.716049382716049e-5,FALSE
4,6,colless,0.8960709615710604,7.716049382716049e-5,FALSE
2,6,stairs1,0.896246955991265,7.716049382716049e-5,FALSE
4,6,I2,0.898090694766642,7.716049382716049e-5,FALSE
4,6,cherries,0.899147382184056,7.716049382716049e-5,FALSE
1,4,betweenness,0.9011904984005872,7.716049382716049e-5,FALSE
5,7,colless,0.9053737909154671,7.716049382716049e-5,FALSE
4,5,closeness,0.9061376796136853,7.716049382716049e-5,FALSE
1,8,maxHeight,0.9083934934260793,7.716049382716049e-5,FALSE
5,7,stairs1,0.9108336467072131,7.716049382716049e-5,FALSE
0,4,cherries,0.9197133427538693,7.716049382716049e-5,FALSE
2,4,stairs2,0.9232504726830095,7.716049382716049e-5,FALSE
2,4,stairs1,0.9266779467543447,7.716049382716049e-5,FALSE
4,6,stairs2,0.9274493765564025,7.716049382716049e-5,FALSE
4,6,skewness,0.9292178466157024,7.716049382716049e-5,FALSE
6,8,skewness,0.9360588070682541,7.716049382716049e-5,FALSE
2,6,closeness,0.9422048506759861,7.716049382716049e-5,FALSE
0,2,closeness,0.9487638157611804,7.716049382716049e-5,FALSE
3,7,cherries,0.9503191819835862,7.716049382716049e-5,FALSE
5,7,B1,0.9511284884938526,7.716049382716049e-5,FALSE
1,8,pitchforks,0.9578284552244074,7.716049382716049e-5,FALSE
1,8,maxWidth,0.9632948386592493,7.716049382716049e-5,FALSE
5,7,ILnumber,0.9652493436330217,7.716049382716049e-5,FALSE
4,6,stairs1,0.97065825362183,7.716049382716049e-5,FALSE
7,8,maxWidth,0.9708341863867538,7.716049382716049e-5,FALSE
0,4,ILnumber,0.9715606121079051,7.716049382716049e-5,FALSE
4,8,skewness,0.9743600354820173,7.716049382716049e-5,FALSE
2,6,B2,0.9774147632748914,7.716049382716049e-5,FALSE
4,6,B1,0.9830930476099473,7.716049382716049e-5,FALSE
0,6,closeness,0.9878448811098958,7.716049382716049e-5,FALSE
2,6,treeSize,0.9964528847960616,7.716049382716049e-5,FALSE
