"","tree","Location","Freq","cluster"
"1","Acinetobacter1775.png","East Asia & Pacific",5,"cluster1"
"2","Acinetobacter1775.png","Europe & Central Asia",23,"cluster1"
"3","Acinetobacter1775.png","Latin America & Caribbean",2,"cluster1"
"4","Acinetobacter1775.png","North America",24,"cluster1"
"5","Acinetobacter1907.png","East Asia & Pacific",24,"cluster1"
"6","Acinetobacter1907.png","Europe & Central Asia",4,"cluster1"
"7","Acinetobacter1907.png","Latin America & Caribbean",4,"cluster1"
"8","Acinetobacter1907.png","North America",22,"cluster1"
"9","Acinetobacter1907.png","Sub-Saharan Africa",1,"cluster1"
"10","Acinetobacter2956.png","East Asia & Pacific",32,"cluster1"
"11","Acinetobacter2956.png","Europe & Central Asia",1,"cluster1"
"12","Acinetobacter2956.png","Latin America & Caribbean",1,"cluster1"
"13","Acinetobacter2956.png","Middle East & North Africa",1,"cluster1"
"14","Acinetobacter2956.png","South Asia",3,"cluster1"
"15","Acinetobacter3055.png","East Asia & Pacific",15,"cluster1"
"16","Acinetobacter3055.png","Europe & Central Asia",7,"cluster1"
"17","Acinetobacter3055.png","Latin America & Caribbean",1,"cluster1"
"18","Acinetobacter3055.png","Middle East & North Africa",1,"cluster1"
"19","Acinetobacter3055.png","North America",58,"cluster1"
"20","Campylobacter10043.png","North America",70,"cluster1"
"21","Campylobacter11611.png","Europe & Central Asia",8,"cluster1"
"22","Campylobacter11611.png","North America",88,"cluster1"
"23","Campylobacter12421.png","Europe & Central Asia",2,"cluster1"
"24","Campylobacter12421.png","North America",54,"cluster1"
"25","Campylobacter12507.png","North America",39,"cluster1"
"26","Campylobacter12685.png","North America",35,"cluster1"
"27","Campylobacter13909.png","North America",80,"cluster1"
"28","Campylobacter16354.png","North America",75,"cluster1"
"29","Campylobacter16665.png","East Asia & Pacific",2,"cluster1"
"30","Campylobacter16665.png","Europe & Central Asia",5,"cluster1"
"31","Campylobacter16665.png","Latin America & Caribbean",2,"cluster1"
"32","Campylobacter16665.png","North America",21,"cluster1"
"33","Campylobacter18135.png","Latin America & Caribbean",4,"cluster1"
"34","Campylobacter18135.png","North America",87,"cluster1"
"35","Campylobacter18304.png","North America",50,"cluster1"
"36","Cronobacter365.png","East Asia & Pacific",26,"cluster1"
"37","Cronobacter365.png","Europe & Central Asia",2,"cluster1"
"38","Cronobacter365.png","North America",6,"cluster1"
"39","Cronobacter365.png","Sub-Saharan Africa",1,"cluster1"
"40","Enterobacter1765.png","East Asia & Pacific",7,"cluster1"
"41","Enterobacter1765.png","Europe & Central Asia",3,"cluster1"
"42","Enterobacter1765.png","North America",16,"cluster1"
"43","Enterobacter1765.png","South Asia",2,"cluster1"
"44","Enterobacter1765.png","Sub-Saharan Africa",1,"cluster1"
"45","Enterobacter2749.png","East Asia & Pacific",13,"cluster1"
"46","Enterobacter2749.png","Europe & Central Asia",13,"cluster1"
"47","Enterobacter2749.png","North America",23,"cluster1"
"48","Enterobacter2749.png","South Asia",1,"cluster1"
"49","Escherichia_coli_Shigella36250.png","East Asia & Pacific",5,"cluster1"
"50","Escherichia_coli_Shigella36250.png","Europe & Central Asia",32,"cluster1"
"51","Escherichia_coli_Shigella36250.png","Latin America & Caribbean",2,"cluster1"
"52","Escherichia_coli_Shigella36250.png","Middle East & North Africa",1,"cluster1"
"53","Escherichia_coli_Shigella36250.png","North America",26,"cluster1"
"54","Escherichia_coli_Shigella36250.png","South Asia",1,"cluster1"
"55","Escherichia_coli_Shigella36565.png","East Asia & Pacific",13,"cluster1"
"56","Escherichia_coli_Shigella36565.png","Europe & Central Asia",31,"cluster1"
"57","Escherichia_coli_Shigella36565.png","Latin America & Caribbean",2,"cluster1"
"58","Escherichia_coli_Shigella36565.png","Middle East & North Africa",9,"cluster1"
"59","Escherichia_coli_Shigella36565.png","North America",21,"cluster1"
"60","Escherichia_coli_Shigella36565.png","South Asia",1,"cluster1"
"61","Escherichia_coli_Shigella36565.png","Sub-Saharan Africa",2,"cluster1"
"62","Escherichia_coli_Shigella37077.png","East Asia & Pacific",3,"cluster1"
"63","Escherichia_coli_Shigella37077.png","Europe & Central Asia",11,"cluster1"
"64","Escherichia_coli_Shigella37077.png","North America",7,"cluster1"
"65","Escherichia_coli_Shigella37077.png","Sub-Saharan Africa",4,"cluster1"
"66","Escherichia_coli_Shigella37236.png","East Asia & Pacific",2,"cluster1"
"67","Escherichia_coli_Shigella37236.png","Europe & Central Asia",8,"cluster1"
"68","Escherichia_coli_Shigella37236.png","North America",11,"cluster1"
"69","Escherichia_coli_Shigella38965.png","Europe & Central Asia",5,"cluster1"
"70","Escherichia_coli_Shigella38965.png","North America",38,"cluster1"
"71","Escherichia_coli_Shigella38965.png","Sub-Saharan Africa",1,"cluster1"
"72","Escherichia_coli_Shigella39649.png","East Asia & Pacific",2,"cluster1"
"73","Escherichia_coli_Shigella39649.png","Europe & Central Asia",15,"cluster1"
"74","Escherichia_coli_Shigella39649.png","North America",40,"cluster1"
"75","Escherichia_coli_Shigella40741.png","East Asia & Pacific",23,"cluster1"
"76","Escherichia_coli_Shigella40741.png","Europe & Central Asia",7,"cluster1"
"77","Escherichia_coli_Shigella40741.png","Latin America & Caribbean",7,"cluster1"
"78","Escherichia_coli_Shigella40741.png","Middle East & North Africa",1,"cluster1"
"79","Escherichia_coli_Shigella40741.png","North America",25,"cluster1"
"80","Escherichia_coli_Shigella40820.png","East Asia & Pacific",34,"cluster1"
"81","Escherichia_coli_Shigella40820.png","Europe & Central Asia",24,"cluster1"
"82","Escherichia_coli_Shigella40820.png","Latin America & Caribbean",2,"cluster1"
"83","Escherichia_coli_Shigella40820.png","Middle East & North Africa",1,"cluster1"
"84","Escherichia_coli_Shigella40820.png","North America",13,"cluster1"
"85","Escherichia_coli_Shigella40820.png","South Asia",1,"cluster1"
"86","Escherichia_coli_Shigella41612.png","Europe & Central Asia",33,"cluster1"
"87","Escherichia_coli_Shigella41612.png","Middle East & North Africa",1,"cluster1"
"88","Escherichia_coli_Shigella41612.png","North America",3,"cluster1"
"89","Escherichia_coli_Shigella41612.png","South Asia",5,"cluster1"
"90","Escherichia_coli_Shigella41612.png","Sub-Saharan Africa",8,"cluster1"
"91","Escherichia_coli_Shigella41968.png","East Asia & Pacific",5,"cluster1"
"92","Escherichia_coli_Shigella41968.png","Europe & Central Asia",12,"cluster1"
"93","Escherichia_coli_Shigella41968.png","Latin America & Caribbean",1,"cluster1"
"94","Escherichia_coli_Shigella41968.png","North America",26,"cluster1"
"95","Escherichia_coli_Shigella41968.png","Sub-Saharan Africa",1,"cluster1"
"96","Escherichia_coli_Shigella42063.png","East Asia & Pacific",2,"cluster1"
"97","Escherichia_coli_Shigella42063.png","Europe & Central Asia",13,"cluster1"
"98","Escherichia_coli_Shigella42063.png","Latin America & Caribbean",5,"cluster1"
"99","Escherichia_coli_Shigella42063.png","North America",19,"cluster1"
"100","Escherichia_coli_Shigella42510.png","East Asia & Pacific",6,"cluster1"
"101","Escherichia_coli_Shigella42510.png","Europe & Central Asia",6,"cluster1"
"102","Escherichia_coli_Shigella42510.png","Middle East & North Africa",1,"cluster1"
"103","Escherichia_coli_Shigella42510.png","North America",24,"cluster1"
"104","Escherichia_coli_Shigella42510.png","South Asia",1,"cluster1"
"105","Escherichia_coli_Shigella42636.png","East Asia & Pacific",2,"cluster1"
"106","Escherichia_coli_Shigella42636.png","Europe & Central Asia",34,"cluster1"
"107","Escherichia_coli_Shigella42636.png","North America",22,"cluster1"
"108","Escherichia_coli_Shigella43182.png","East Asia & Pacific",8,"cluster1"
"109","Escherichia_coli_Shigella43182.png","Europe & Central Asia",8,"cluster1"
"110","Escherichia_coli_Shigella43182.png","Latin America & Caribbean",2,"cluster1"
"111","Escherichia_coli_Shigella43182.png","North America",17,"cluster1"
"112","Escherichia_coli_Shigella43182.png","South Asia",3,"cluster1"
"113","Escherichia_coli_Shigella44885.png","Europe & Central Asia",59,"cluster1"
"114","Escherichia_coli_Shigella44885.png","North America",1,"cluster1"
"115","Escherichia_coli_Shigella45075.png","Europe & Central Asia",6,"cluster1"
"116","Escherichia_coli_Shigella45075.png","North America",55,"cluster1"
"117","Escherichia_coli_Shigella45738.png","Europe & Central Asia",10,"cluster1"
"118","Escherichia_coli_Shigella45738.png","North America",32,"cluster1"
"119","Escherichia_coli_Shigella46925.png","Europe & Central Asia",10,"cluster1"
"120","Escherichia_coli_Shigella46925.png","Latin America & Caribbean",1,"cluster1"
"121","Escherichia_coli_Shigella46925.png","North America",23,"cluster1"
"122","Escherichia_coli_Shigella47098.png","East Asia & Pacific",2,"cluster1"
"123","Escherichia_coli_Shigella47098.png","Europe & Central Asia",31,"cluster1"
"124","Escherichia_coli_Shigella47098.png","Latin America & Caribbean",2,"cluster1"
"125","Escherichia_coli_Shigella47098.png","Middle East & North Africa",9,"cluster1"
"126","Escherichia_coli_Shigella47098.png","North America",40,"cluster1"
"127","Escherichia_coli_Shigella47452.png","East Asia & Pacific",4,"cluster1"
"128","Escherichia_coli_Shigella47452.png","Europe & Central Asia",55,"cluster1"
"129","Escherichia_coli_Shigella47452.png","Latin America & Caribbean",8,"cluster1"
"130","Escherichia_coli_Shigella47452.png","Middle East & North Africa",2,"cluster1"
"131","Escherichia_coli_Shigella47452.png","North America",19,"cluster1"
"132","Escherichia_coli_Shigella47452.png","South Asia",2,"cluster1"
"133","Escherichia_coli_Shigella47452.png","Sub-Saharan Africa",5,"cluster1"
"134","Escherichia_coli_Shigella48330.png","Europe & Central Asia",55,"cluster1"
"135","Escherichia_coli_Shigella48330.png","North America",2,"cluster1"
"136","Escherichia_coli_Shigella48330.png","South Asia",1,"cluster1"
"137","Escherichia_coli_Shigella48525.png","East Asia & Pacific",1,"cluster1"
"138","Escherichia_coli_Shigella48525.png","Europe & Central Asia",67,"cluster1"
"139","Escherichia_coli_Shigella48525.png","North America",9,"cluster1"
"140","Escherichia_coli_Shigella48525.png","South Asia",4,"cluster1"
"141","Escherichia_coli_Shigella48704.png","Europe & Central Asia",65,"cluster1"
"142","Escherichia_coli_Shigella48704.png","North America",5,"cluster1"
"143","Escherichia_coli_Shigella49146.png","Europe & Central Asia",9,"cluster1"
"144","Escherichia_coli_Shigella49146.png","North America",38,"cluster1"
"145","Escherichia_coli_Shigella49146.png","South Asia",1,"cluster1"
"146","Escherichia_coli_Shigella49146.png","Sub-Saharan Africa",1,"cluster1"
"147","Escherichia_coli_Shigella51397.png","East Asia & Pacific",3,"cluster1"
"148","Escherichia_coli_Shigella51397.png","Europe & Central Asia",15,"cluster1"
"149","Escherichia_coli_Shigella51397.png","Latin America & Caribbean",1,"cluster1"
"150","Escherichia_coli_Shigella51397.png","North America",16,"cluster1"
"151","Escherichia_coli_Shigella51397.png","South Asia",6,"cluster1"
"152","Escherichia_coli_Shigella51397.png","Sub-Saharan Africa",4,"cluster1"
"153","Escherichia_coli_Shigella51925.png","East Asia & Pacific",22,"cluster1"
"154","Escherichia_coli_Shigella51925.png","Europe & Central Asia",2,"cluster1"
"155","Escherichia_coli_Shigella51925.png","Middle East & North Africa",4,"cluster1"
"156","Escherichia_coli_Shigella51925.png","North America",6,"cluster1"
"157","Escherichia_coli_Shigella51925.png","South Asia",10,"cluster1"
"158","Escherichia_coli_Shigella51925.png","Sub-Saharan Africa",1,"cluster1"
"159","Escherichia_coli_Shigella52969.png","East Asia & Pacific",10,"cluster1"
"160","Escherichia_coli_Shigella52969.png","Europe & Central Asia",20,"cluster1"
"161","Escherichia_coli_Shigella52969.png","Latin America & Caribbean",1,"cluster1"
"162","Escherichia_coli_Shigella52969.png","North America",6,"cluster1"
"163","Escherichia_coli_Shigella52969.png","South Asia",2,"cluster1"
"164","Escherichia_coli_Shigella54167.png","Europe & Central Asia",3,"cluster1"
"165","Escherichia_coli_Shigella54167.png","Latin America & Caribbean",2,"cluster1"
"166","Escherichia_coli_Shigella54167.png","Middle East & North Africa",1,"cluster1"
"167","Escherichia_coli_Shigella54167.png","North America",10,"cluster1"
"168","Escherichia_coli_Shigella54167.png","South Asia",1,"cluster1"
"169","Escherichia_coli_Shigella54167.png","Sub-Saharan Africa",2,"cluster1"
"170","Escherichia_coli_Shigella55222.png","East Asia & Pacific",2,"cluster1"
"171","Escherichia_coli_Shigella55222.png","Europe & Central Asia",5,"cluster1"
"172","Escherichia_coli_Shigella55222.png","North America",53,"cluster1"
"173","Escherichia_coli_Shigella55674.png","East Asia & Pacific",4,"cluster1"
"174","Escherichia_coli_Shigella55674.png","Europe & Central Asia",6,"cluster1"
"175","Escherichia_coli_Shigella55674.png","Latin America & Caribbean",7,"cluster1"
"176","Escherichia_coli_Shigella55674.png","North America",80,"cluster1"
"177","Escherichia_coli_Shigella55674.png","Sub-Saharan Africa",1,"cluster1"
"178","Escherichia_coli_Shigella56786.png","East Asia & Pacific",4,"cluster1"
"179","Escherichia_coli_Shigella56786.png","Europe & Central Asia",27,"cluster1"
"180","Escherichia_coli_Shigella56786.png","North America",34,"cluster1"
"181","Escherichia_coli_Shigella57332.png","Europe & Central Asia",23,"cluster1"
"182","Escherichia_coli_Shigella57332.png","North America",22,"cluster1"
"183","Escherichia_coli_Shigella58262.png","Europe & Central Asia",14,"cluster1"
"184","Escherichia_coli_Shigella58262.png","Latin America & Caribbean",7,"cluster1"
"185","Escherichia_coli_Shigella58262.png","Middle East & North Africa",2,"cluster1"
"186","Escherichia_coli_Shigella58262.png","North America",51,"cluster1"
"187","Escherichia_coli_Shigella58262.png","Sub-Saharan Africa",3,"cluster1"
"188","Escherichia_coli_Shigella60908.png","Europe & Central Asia",11,"cluster1"
"189","Escherichia_coli_Shigella60908.png","Latin America & Caribbean",7,"cluster1"
"190","Escherichia_coli_Shigella60908.png","North America",54,"cluster1"
"191","Escherichia_coli_Shigella60908.png","Sub-Saharan Africa",1,"cluster1"
"192","Escherichia_coli_Shigella61803.png","East Asia & Pacific",1,"cluster1"
"193","Escherichia_coli_Shigella61803.png","Europe & Central Asia",7,"cluster1"
"194","Escherichia_coli_Shigella61803.png","Latin America & Caribbean",2,"cluster1"
"195","Escherichia_coli_Shigella61803.png","Middle East & North Africa",1,"cluster1"
"196","Escherichia_coli_Shigella61803.png","North America",51,"cluster1"
"197","Escherichia_coli_Shigella61803.png","Sub-Saharan Africa",2,"cluster1"
"198","Escherichia_coli_Shigella62638.png","Europe & Central Asia",1,"cluster1"
"199","Escherichia_coli_Shigella62638.png","North America",96,"cluster1"
"200","Escherichia_coli_Shigella64576.png","Europe & Central Asia",1,"cluster1"
"201","Escherichia_coli_Shigella64576.png","North America",48,"cluster1"
"202","Escherichia_coli_Shigella64797.png","North America",53,"cluster1"
"203","Escherichia_coli_Shigella65451.png","Europe & Central Asia",2,"cluster1"
"204","Escherichia_coli_Shigella65451.png","North America",89,"cluster1"
"205","Escherichia_coli_Shigella67095.png","East Asia & Pacific",2,"cluster1"
"206","Escherichia_coli_Shigella67095.png","Europe & Central Asia",12,"cluster1"
"207","Escherichia_coli_Shigella67095.png","Latin America & Caribbean",1,"cluster1"
"208","Escherichia_coli_Shigella67095.png","North America",30,"cluster1"
"209","Escherichia_coli_Shigella67095.png","Sub-Saharan Africa",1,"cluster1"
"210","Escherichia_coli_Shigella67323.png","North America",50,"cluster1"
"211","Escherichia_coli_Shigella67876.png","Europe & Central Asia",1,"cluster1"
"212","Escherichia_coli_Shigella67876.png","North America",96,"cluster1"
"213","Escherichia_coli_Shigella68597.png","East Asia & Pacific",15,"cluster1"
"214","Escherichia_coli_Shigella68597.png","North America",61,"cluster1"
"215","Escherichia_coli_Shigella68963.png","East Asia & Pacific",2,"cluster1"
"216","Escherichia_coli_Shigella68963.png","North America",93,"cluster1"
"217","Escherichia_coli_Shigella69535.png","East Asia & Pacific",9,"cluster1"
"218","Escherichia_coli_Shigella69535.png","North America",72,"cluster1"
"219","Klebsiella10924.png","East Asia & Pacific",23,"cluster1"
"220","Klebsiella10924.png","Europe & Central Asia",15,"cluster1"
"221","Klebsiella10924.png","Latin America & Caribbean",2,"cluster1"
"222","Klebsiella10924.png","North America",16,"cluster1"
"223","Klebsiella10924.png","South Asia",2,"cluster1"
"224","Klebsiella6720.png","East Asia & Pacific",8,"cluster1"
"225","Klebsiella6720.png","Europe & Central Asia",15,"cluster1"
"226","Klebsiella6720.png","Latin America & Caribbean",2,"cluster1"
"227","Klebsiella6720.png","Middle East & North Africa",4,"cluster1"
"228","Klebsiella6720.png","North America",7,"cluster1"
"229","Klebsiella6720.png","South Asia",1,"cluster1"
"230","Klebsiella6720.png","Sub-Saharan Africa",1,"cluster1"
"231","Klebsiella9301.png","East Asia & Pacific",7,"cluster1"
"232","Klebsiella9301.png","Europe & Central Asia",10,"cluster1"
"233","Klebsiella9301.png","Latin America & Caribbean",1,"cluster1"
"234","Klebsiella9301.png","Middle East & North Africa",3,"cluster1"
"235","Klebsiella9301.png","North America",11,"cluster1"
"236","Listeria10064.png","Europe & Central Asia",11,"cluster1"
"237","Listeria10064.png","North America",46,"cluster1"
"238","Listeria11866.png","Europe & Central Asia",5,"cluster1"
"239","Listeria11866.png","Latin America & Caribbean",1,"cluster1"
"240","Listeria11866.png","North America",70,"cluster1"
"241","Listeria14420.png","East Asia & Pacific",1,"cluster1"
"242","Listeria14420.png","Europe & Central Asia",8,"cluster1"
"243","Listeria14420.png","Latin America & Caribbean",1,"cluster1"
"244","Listeria14420.png","North America",41,"cluster1"
"245","Listeria7906.png","Europe & Central Asia",2,"cluster1"
"246","Listeria7906.png","North America",42,"cluster1"
"247","Listeria8108.png","Europe & Central Asia",22,"cluster1"
"248","Listeria8108.png","Latin America & Caribbean",2,"cluster1"
"249","Listeria8108.png","North America",16,"cluster1"
"250","Listeria9483.png","North America",34,"cluster1"
"251","Listeria9619.png","North America",23,"cluster1"
"252","Listeria9656.png","East Asia & Pacific",2,"cluster1"
"253","Listeria9656.png","Europe & Central Asia",7,"cluster1"
"254","Listeria9656.png","Latin America & Caribbean",2,"cluster1"
"255","Listeria9656.png","North America",35,"cluster1"
"256","Mycobacterium_tuberculosis3023.png","East Asia & Pacific",1,"cluster1"
"257","Mycobacterium_tuberculosis3023.png","Europe & Central Asia",50,"cluster1"
"258","Mycobacterium_tuberculosis3023.png","Latin America & Caribbean",9,"cluster1"
"259","Mycobacterium_tuberculosis3023.png","Middle East & North Africa",3,"cluster1"
"260","Mycobacterium_tuberculosis3023.png","North America",3,"cluster1"
"261","Mycobacterium_tuberculosis3023.png","South Asia",1,"cluster1"
"262","Mycobacterium_tuberculosis3023.png","Sub-Saharan Africa",20,"cluster1"
"263","Neisseria2030.png","Europe & Central Asia",3,"cluster1"
"264","Neisseria2030.png","North America",61,"cluster1"
"265","Neisseria2303.png","East Asia & Pacific",7,"cluster1"
"266","Neisseria2303.png","Europe & Central Asia",3,"cluster1"
"267","Neisseria2303.png","North America",51,"cluster1"
"268","Neisseria2706.png","East Asia & Pacific",2,"cluster1"
"269","Neisseria2706.png","Europe & Central Asia",10,"cluster1"
"270","Neisseria2706.png","North America",39,"cluster1"
"271","Neisseria3685.png","Europe & Central Asia",70,"cluster1"
"272","Neisseria3685.png","Latin America & Caribbean",5,"cluster1"
"273","Neisseria3685.png","North America",1,"cluster1"
"274","Pseudomonas_aeruginosa2846.png","East Asia & Pacific",12,"cluster1"
"275","Pseudomonas_aeruginosa2846.png","Europe & Central Asia",14,"cluster1"
"276","Pseudomonas_aeruginosa2846.png","Middle East & North Africa",1,"cluster1"
"277","Pseudomonas_aeruginosa2846.png","North America",3,"cluster1"
"278","Pseudomonas_aeruginosa3333.png","East Asia & Pacific",2,"cluster1"
"279","Pseudomonas_aeruginosa3333.png","Europe & Central Asia",13,"cluster1"
"280","Pseudomonas_aeruginosa3333.png","Latin America & Caribbean",4,"cluster1"
"281","Pseudomonas_aeruginosa3333.png","Middle East & North Africa",1,"cluster1"
"282","Pseudomonas_aeruginosa3333.png","North America",15,"cluster1"
"283","Pseudomonas_aeruginosa3333.png","South Asia",4,"cluster1"
"284","Pseudomonas_aeruginosa3469.png","East Asia & Pacific",16,"cluster1"
"285","Pseudomonas_aeruginosa3469.png","Europe & Central Asia",9,"cluster1"
"286","Pseudomonas_aeruginosa3469.png","Latin America & Caribbean",2,"cluster1"
"287","Pseudomonas_aeruginosa3469.png","Middle East & North Africa",1,"cluster1"
"288","Pseudomonas_aeruginosa3469.png","North America",8,"cluster1"
"289","Pseudomonas_aeruginosa3469.png","South Asia",3,"cluster1"
"290","Pseudomonas_aeruginosa3469.png","Sub-Saharan Africa",1,"cluster1"
"291","Pseudomonas_aeruginosa3519.png","East Asia & Pacific",2,"cluster1"
"292","Pseudomonas_aeruginosa3519.png","Europe & Central Asia",16,"cluster1"
"293","Pseudomonas_aeruginosa3519.png","Latin America & Caribbean",13,"cluster1"
"294","Pseudomonas_aeruginosa3519.png","Middle East & North Africa",1,"cluster1"
"295","Pseudomonas_aeruginosa3519.png","North America",39,"cluster1"
"296","Pseudomonas_aeruginosa3519.png","South Asia",1,"cluster1"
"297","Pseudomonas_aeruginosa3519.png","Sub-Saharan Africa",2,"cluster1"
"298","Pseudomonas_aeruginosa3718.png","East Asia & Pacific",3,"cluster1"
"299","Pseudomonas_aeruginosa3718.png","Europe & Central Asia",24,"cluster1"
"300","Pseudomonas_aeruginosa3718.png","Latin America & Caribbean",1,"cluster1"
"301","Pseudomonas_aeruginosa3718.png","North America",25,"cluster1"
"302","Pseudomonas_aeruginosa3718.png","South Asia",3,"cluster1"
"303","Pseudomonas_aeruginosa3718.png","Sub-Saharan Africa",1,"cluster1"
"304","Pseudomonas_aeruginosa5074.png","East Asia & Pacific",6,"cluster1"
"305","Pseudomonas_aeruginosa5074.png","Europe & Central Asia",14,"cluster1"
"306","Pseudomonas_aeruginosa5074.png","Latin America & Caribbean",1,"cluster1"
"307","Pseudomonas_aeruginosa5074.png","North America",34,"cluster1"
"308","Salmonella35185.png","East Asia & Pacific",1,"cluster1"
"309","Salmonella35185.png","Latin America & Caribbean",4,"cluster1"
"310","Salmonella35185.png","North America",63,"cluster1"
"311","Salmonella35185.png","South Asia",1,"cluster1"
"312","Salmonella35789.png","East Asia & Pacific",2,"cluster1"
"313","Salmonella35789.png","Europe & Central Asia",21,"cluster1"
"314","Salmonella35789.png","North America",65,"cluster1"
"315","Salmonella35789.png","South Asia",2,"cluster1"
"316","Salmonella36588.png","East Asia & Pacific",1,"cluster1"
"317","Salmonella36588.png","Europe & Central Asia",12,"cluster1"
"318","Salmonella36588.png","Latin America & Caribbean",1,"cluster1"
"319","Salmonella36588.png","South Asia",22,"cluster1"
"320","Salmonella39866.png","Europe & Central Asia",56,"cluster1"
"321","Salmonella39866.png","North America",32,"cluster1"
"322","Salmonella39866.png","Sub-Saharan Africa",4,"cluster1"
"323","Salmonella39995.png","Europe & Central Asia",9,"cluster1"
"324","Salmonella39995.png","Latin America & Caribbean",3,"cluster1"
"325","Salmonella39995.png","North America",23,"cluster1"
"326","Salmonella40460.png","East Asia & Pacific",3,"cluster1"
"327","Salmonella40460.png","Europe & Central Asia",25,"cluster1"
"328","Salmonella40460.png","North America",10,"cluster1"
"329","Salmonella42152.png","East Asia & Pacific",14,"cluster1"
"330","Salmonella42152.png","Europe & Central Asia",21,"cluster1"
"331","Salmonella42152.png","North America",42,"cluster1"
"332","Salmonella42152.png","South Asia",1,"cluster1"
"333","Salmonella42921.png","East Asia & Pacific",1,"cluster1"
"334","Salmonella42921.png","Europe & Central Asia",6,"cluster1"
"335","Salmonella42921.png","Latin America & Caribbean",26,"cluster1"
"336","Salmonella42921.png","North America",56,"cluster1"
"337","Salmonella42921.png","South Asia",1,"cluster1"
"338","Salmonella43494.png","East Asia & Pacific",1,"cluster1"
"339","Salmonella43494.png","Europe & Central Asia",11,"cluster1"
"340","Salmonella43494.png","North America",15,"cluster1"
"341","Salmonella43494.png","Sub-Saharan Africa",1,"cluster1"
"342","Salmonella43530.png","East Asia & Pacific",2,"cluster1"
"343","Salmonella43530.png","Europe & Central Asia",6,"cluster1"
"344","Salmonella43530.png","Latin America & Caribbean",4,"cluster1"
"345","Salmonella43530.png","Middle East & North Africa",1,"cluster1"
"346","Salmonella43530.png","North America",54,"cluster1"
"347","Salmonella43530.png","South Asia",1,"cluster1"
"348","Salmonella44595.png","East Asia & Pacific",4,"cluster1"
"349","Salmonella44595.png","Europe & Central Asia",27,"cluster1"
"350","Salmonella44595.png","Latin America & Caribbean",1,"cluster1"
"351","Salmonella44595.png","North America",7,"cluster1"
"352","Salmonella44595.png","South Asia",1,"cluster1"
"353","Salmonella44595.png","Sub-Saharan Africa",1,"cluster1"
"354","Salmonella44695.png","East Asia & Pacific",1,"cluster1"
"355","Salmonella44695.png","Europe & Central Asia",25,"cluster1"
"356","Salmonella44695.png","Latin America & Caribbean",1,"cluster1"
"357","Salmonella44695.png","Middle East & North Africa",1,"cluster1"
"358","Salmonella44695.png","North America",19,"cluster1"
"359","Salmonella44695.png","South Asia",5,"cluster1"
"360","Salmonella45166.png","Europe & Central Asia",18,"cluster1"
"361","Salmonella45166.png","Latin America & Caribbean",13,"cluster1"
"362","Salmonella45166.png","North America",38,"cluster1"
"363","Salmonella45166.png","South Asia",1,"cluster1"
"364","Salmonella45236.png","Europe & Central Asia",7,"cluster1"
"365","Salmonella45236.png","Latin America & Caribbean",11,"cluster1"
"366","Salmonella45236.png","North America",63,"cluster1"
"367","Salmonella45349.png","East Asia & Pacific",1,"cluster1"
"368","Salmonella45349.png","Europe & Central Asia",16,"cluster1"
"369","Salmonella45349.png","Latin America & Caribbean",22,"cluster1"
"370","Salmonella45349.png","North America",47,"cluster1"
"371","Salmonella45349.png","South Asia",3,"cluster1"
"372","Salmonella46312.png","Europe & Central Asia",24,"cluster1"
"373","Salmonella46312.png","Latin America & Caribbean",26,"cluster1"
"374","Salmonella46312.png","Middle East & North Africa",1,"cluster1"
"375","Salmonella46312.png","North America",35,"cluster1"
"376","Salmonella46312.png","Sub-Saharan Africa",3,"cluster1"
"377","Salmonella47520.png","Europe & Central Asia",21,"cluster1"
"378","Salmonella47520.png","North America",15,"cluster1"
"379","Salmonella47520.png","Sub-Saharan Africa",4,"cluster1"
"380","Salmonella47690.png","East Asia & Pacific",8,"cluster1"
"381","Salmonella47690.png","Europe & Central Asia",6,"cluster1"
"382","Salmonella47690.png","North America",58,"cluster1"
"383","Salmonella48996.png","East Asia & Pacific",2,"cluster1"
"384","Salmonella48996.png","Europe & Central Asia",31,"cluster1"
"385","Salmonella48996.png","Latin America & Caribbean",3,"cluster1"
"386","Salmonella48996.png","North America",41,"cluster1"
"387","Salmonella49380.png","East Asia & Pacific",6,"cluster1"
"388","Salmonella49380.png","Europe & Central Asia",25,"cluster1"
"389","Salmonella49380.png","Latin America & Caribbean",6,"cluster1"
"390","Salmonella49380.png","Middle East & North Africa",2,"cluster1"
"391","Salmonella49380.png","North America",36,"cluster1"
"392","Salmonella49380.png","South Asia",2,"cluster1"
"393","Salmonella50921.png","East Asia & Pacific",6,"cluster1"
"394","Salmonella50921.png","Europe & Central Asia",3,"cluster1"
"395","Salmonella50921.png","Latin America & Caribbean",4,"cluster1"
"396","Salmonella50921.png","Middle East & North Africa",1,"cluster1"
"397","Salmonella50921.png","North America",43,"cluster1"
"398","Salmonella50921.png","South Asia",1,"cluster1"
"399","Salmonella51666.png","East Asia & Pacific",1,"cluster1"
"400","Salmonella51666.png","Europe & Central Asia",45,"cluster1"
"401","Salmonella51666.png","North America",1,"cluster1"
"402","Salmonella51971.png","Europe & Central Asia",12,"cluster1"
"403","Salmonella51971.png","Latin America & Caribbean",1,"cluster1"
"404","Salmonella51971.png","North America",38,"cluster1"
"405","Salmonella51971.png","South Asia",1,"cluster1"
"406","Salmonella51971.png","Sub-Saharan Africa",1,"cluster1"
