"","stats","clusters","values"
"243","sackin","cluster2",0.934941950342688
"244","sackin","cluster2",0.924273560109834
"245","sackin","cluster2",0.845108013245552
"246","sackin","cluster2",0.883246851112417
"247","sackin","cluster2",0.783754906148182
"248","sackin","cluster2",1.04823648364841
"249","sackin","cluster2",0.924716097122679
"250","sackin","cluster2",0.919305690791948
"251","sackin","cluster2",0.971155131564266
"252","sackin","cluster2",0.923529285463039
"253","sackin","cluster2",0.900390625
"254","sackin","cluster2",0.918984711691004
"255","sackin","cluster2",0.935568998979686
"256","sackin","cluster2",1.09290323808923
"257","sackin","cluster2",1.04060029773846
"258","sackin","cluster2",0.899681821406394
"259","sackin","cluster2",0.947512084102303
"260","sackin","cluster2",1.116
"261","sackin","cluster2",0.923828125
"262","sackin","cluster2",1.25942961275196
"263","sackin","cluster2",1.06817174575457
"264","sackin","cluster2",1.00517338258132
"265","sackin","cluster2",1.07000995685173
"266","sackin","cluster2",0.902918352869152
"267","sackin","cluster2",1.02935217434028
"268","sackin","cluster2",0.920639456990136
"269","sackin","cluster2",1.03833237009503
"270","sackin","cluster2",1.00808859809846
"271","sackin","cluster2",1.07102514656411
"272","sackin","cluster2",0.884501337218675
"273","sackin","cluster2",1.22050889540804
"274","sackin","cluster2",0.989238189315241
"275","sackin","cluster2",1.20807575773582
"276","sackin","cluster2",0.947
"277","sackin","cluster2",1.06259844742801
"278","sackin","cluster2",0.977573739198737
"279","sackin","cluster2",1.22652709048
"280","sackin","cluster2",1.11467091971544
"281","sackin","cluster2",0.908106522194385
"282","sackin","cluster2",1.28401213254529
"283","sackin","cluster2",0.961429120632589
"284","sackin","cluster2",1.24509236966296
"285","sackin","cluster2",0.961825959013379
"286","sackin","cluster2",1.04044526300163
"287","sackin","cluster2",1.104
"288","sackin","cluster2",0.758
"289","sackin","cluster2",1.00147071987292
"290","sackin","cluster2",0.895361422284229
"291","sackin","cluster2",1.27673221673809
"292","sackin","cluster2",0.952807083151784
"293","sackin","cluster2",1.10589605065663
"294","sackin","cluster2",1.10496680589016
"295","sackin","cluster2",1.04361502432977
"296","sackin","cluster2",1.01
"297","sackin","cluster2",1.02840516699402
"298","sackin","cluster2",1.00706819468398
"299","sackin","cluster2",1.02829135087251
"300","sackin","cluster2",0.918
"301","sackin","cluster2",0.99363057408735
"302","sackin","cluster2",0.991619323374731
"303","sackin","cluster2",1.02471773037546
"304","sackin","cluster2",1.10354616016013
"305","sackin","cluster2",1.0049601648899
"306","sackin","cluster2",1.11750246021511
"307","sackin","cluster2",0.827860563295737
"308","sackin","cluster2",0.971810437228601
"309","sackin","cluster2",1.2174402386788
"310","sackin","cluster2",1.14181943739112
"311","sackin","cluster2",1.09321633322024
"312","sackin","cluster2",0.839
"313","sackin","cluster2",1.00560666191688
"314","sackin","cluster2",0.875402142400828
"315","sackin","cluster2",1.44664534014584
"316","sackin","cluster2",0.973396590859851
"317","sackin","cluster2",0.999378357916924
"318","sackin","cluster2",0.973682845757488
"319","sackin","cluster2",0.972702577636044
"320","sackin","cluster2",1.0344416318264
"321","sackin","cluster2",1.07540430121129
"322","sackin","cluster2",1.03742626495011
"323","sackin","cluster2",1.159
"324","sackin","cluster2",0.943
"325","sackin","cluster2",1.06669726302986
"326","sackin","cluster2",1.04355162785557
"327","sackin","cluster2",1.12076944247088
"328","sackin","cluster2",0.994051921416077
"329","sackin","cluster2",0.812268038386896
"330","sackin","cluster2",1.00664507043918
"331","sackin","cluster2",0.895747599451303
"332","sackin","cluster2",0.874435406542505
"333","sackin","cluster2",1.05951969019658
"334","sackin","cluster2",1.07813263314794
"335","sackin","cluster2",0.971925850329423
"336","sackin","cluster2",1.09306186023118
"337","sackin","cluster2",0.925540471302081
"338","sackin","cluster2",1.16107922049627
"339","sackin","cluster2",1.07407071570126
"340","sackin","cluster2",0.849864494059544
"341","sackin","cluster2",0.860860892319094
"342","sackin","cluster2",0.960524858731234
"343","sackin","cluster2",1.01399344260803
"344","sackin","cluster2",0.867987204087501
"345","sackin","cluster2",0.91
"346","sackin","cluster2",0.977244523499908
"347","sackin","cluster2",1.21257907427253
"348","sackin","cluster2",1.36061363143767
"349","sackin","cluster3",0.924702929499387
"350","sackin","cluster3",1.11560361624164
"351","sackin","cluster3",1.05313967549427
"352","sackin","cluster3",1.12144689724407
"353","sackin","cluster3",1.013671875
"354","sackin","cluster3",1.04355162785557
"355","sackin","cluster3",0.94690977370261
"356","sackin","cluster3",0.88013205414213
"357","sackin","cluster3",0.94108086337908
"358","sackin","cluster3",1.05520347507455
"359","sackin","cluster3",0.942259006775607
"360","sackin","cluster3",0.895042646855067
"361","sackin","cluster3",0.91430149427844
"362","sackin","cluster3",1.52136276993174
"363","sackin","cluster3",0.976353227576987
"364","sackin","cluster3",0.868738758942879
"365","sackin","cluster3",0.85029614831963
"366","sackin","cluster3",1.34169489008266
"367","sackin","cluster3",1.06269757731768
"368","sackin","cluster3",1.06122448979592
"369","sackin","cluster3",1.03709810442351
"370","sackin","cluster3",1.40753897722246
"371","sackin","cluster3",0.835530120586986
"372","sackin","cluster3",1.14493601159269
"373","sackin","cluster3",1.01512613810228
"374","sackin","cluster3",0.903696114115064
"375","sackin","cluster3",0.954002684173736
"376","sackin","cluster3",0.887301596185099
"377","sackin","cluster3",1.15866312835259
"378","sackin","cluster3",1.06256547552714
"379","sackin","cluster3",1.00750331750476
"380","sackin","cluster3",0.939971385660359
"381","sackin","cluster3",1.07912725153246
"382","sackin","cluster3",1.06192859367515
"383","sackin","cluster3",1.13302004764503
"384","sackin","cluster3",1.04536177948115
"385","sackin","cluster3",0.870627472229943
"386","sackin","cluster3",0.982421875
"387","sackin","cluster3",1.03213869853464
"388","sackin","cluster3",1.26830945629762
"389","sackin","cluster3",1.19218602672447
"390","sackin","cluster3",1.647
"391","sackin","cluster3",0.923700191636736
"392","sackin","cluster3",0.982724971028566
"393","sackin","cluster3",1.12692983165814
"394","sackin","cluster3",0.959897268193384
"395","sackin","cluster3",1.0401856961999
"396","sackin","cluster3",1.06403488696672
"397","sackin","cluster3",1.13663020271329
"398","sackin","cluster3",1.1996682857418
"399","sackin","cluster3",1.17066108172303
"400","sackin","cluster3",1.1235623515127
"401","sackin","cluster3",1.01076641396205
"402","sackin","cluster3",0.990032743932061
"403","sackin","cluster3",0.937751008063974
"404","sackin","cluster3",1.25698985481872
"405","sackin","cluster3",0.886041936084292
"406","sackin","cluster3",1.09945298672771
"407","sackin","cluster3",1.06214223658076
"408","sackin","cluster3",1.196
"409","sackin","cluster3",0.974502283624232
"410","sackin","cluster3",1.20808477837711
"411","sackin","cluster3",0.931570891567783
"412","sackin","cluster3",1.0567491626999
"413","sackin","cluster3",1.41120734579987
"414","sackin","cluster3",1.16032586940722
"415","sackin","cluster3",1.10091990285682
"416","sackin","cluster3",1.12967780649433
"417","sackin","cluster3",1.02075527592726
"418","sackin","cluster3",1.486
"419","sackin","cluster3",0.94888120899437
"420","sackin","cluster3",0.899681821406394
"421","sackin","cluster3",1.26289600220451
"422","sackin","cluster3",1.09219629031437
"423","sackin","cluster3",1.19081351179679
"424","sackin","cluster3",1.08858788891385
"425","sackin","cluster3",0.990404465850971
"426","sackin","cluster3",0.832515188903871
"427","sackin","cluster3",1.0160614171241
"428","sackin","cluster3",0.937800607781989
"429","sackin","cluster3",1.03815837962571
"430","sackin","cluster3",0.94690972741408
"431","sackin","cluster3",1.0198345454043
"432","sackin","cluster3",1.1204330691258
"433","sackin","cluster3",0.897138218550217
"434","sackin","cluster3",1.1204330691258
"435","sackin","cluster3",0.850805442282636
"436","sackin","cluster3",1.13890567829163
"437","sackin","cluster3",1.029296875
"438","sackin","cluster3",1.13132660316514
"439","sackin","cluster3",1.07071110780369
"440","sackin","cluster3",1.07213854028418
"441","sackin","cluster3",0.927398169390082
"442","sackin","cluster3",1.01829295511578
"443","sackin","cluster3",0.997815796445598
"444","sackin","cluster3",1.16330371596193
"445","sackin","cluster3",1.16970182604813
"446","sackin","cluster3",1.16275534829989
"447","sackin","cluster3",1.02445331850854
"448","sackin","cluster3",1.0296690536323
"449","sackin","cluster3",1.0515828866328
"450","sackin","cluster3",1.15884586192073
"451","sackin","cluster3",1.12463021185896
"452","sackin","cluster3",1.01749271137026
"453","sackin","cluster3",1.06670335743938
"454","sackin","cluster3",0.962724859794749
"455","sackin","cluster3",1.02840516699402
"456","sackin","cluster3",1.10925134660451
"457","sackin","cluster3",1.01174440911306
"458","sackin","cluster3",0.924561927135003
"459","sackin","cluster3",0.884726384736179
"460","sackin","cluster3",0.955521845714183
"461","sackin","cluster3",0.935860058309038
"462","sackin","cluster3",1.05453051249916
"463","sackin","cluster3",1.02370600696813
"464","sackin","cluster3",1.21607350710916
"465","sackin","cluster3",1.06481481481481
"466","sackin","cluster3",0.902375193149886
"467","sackin","cluster3",1.23046875
"468","sackin","cluster3",1.24573187106144
"469","sackin","cluster3",0.843621399176955
"470","sackin","cluster3",0.901888510263397
"471","sackin","cluster3",1.313
"472","sackin","cluster3",1.021
"473","sackin","cluster3",1.38395228827797
"474","sackin","cluster3",1.55745175741542
"475","sackin","cluster3",1.17
"476","sackin","cluster3",1.23365336678445
"477","sackin","cluster3",1.46660905487541
"478","sackin","cluster3",0.953179941039466
"479","sackin","cluster3",1.04463021404215
"480","sackin","cluster3",1.04239381270836
"481","sackin","cluster3",1.61719721182619
"482","sackin","cluster3",1.09849830586101
"483","sackin","cluster3",1.22933544039046
"484","sackin","cluster3",1.30630229323132
"485","sackin","cluster3",1.2468461074838
"486","sackin","cluster3",1.14768053945825
"487","sackin","cluster3",1.07271490905739
"488","sackin","cluster3",1.18556323542238
"489","sackin","cluster3",1.21301531106393
"490","sackin","cluster3",1.07458294908789
"491","sackin","cluster3",0.91926516450999
"492","sackin","cluster3",1.00864089865565
"493","sackin","cluster3",1.05773577241557
"494","sackin","cluster3",0.864355893779357
"495","sackin","cluster3",0.918746689706654
"496","sackin","cluster3",1.27986302425784
"497","sackin","cluster3",0.930253266030938
"498","sackin","cluster3",0.921992045174884
"499","sackin","cluster3",1.04784530043407
"500","sackin","cluster3",0.949674199965016
"501","sackin","cluster3",1.16519043781627
"502","sackin","cluster3",1.15262588698173
"503","sackin","cluster3",0.983773313354217
"504","sackin","cluster3",1.03548693460154
"505","sackin","cluster3",1.02194787379973
"506","sackin","cluster3",0.909620991253644
"507","sackin","cluster3",0.919791819900752
"508","sackin","cluster3",1.03803275478185
"509","sackin","cluster3",0.89363624248462
"510","sackin","cluster3",1.02040816326531
"511","sackin","cluster3",1.04829095694857
"512","sackin","cluster3",0.9918387301292
"513","sackin","cluster3",1.05039325842941
"514","sackin","cluster3",1.09912536443149
"515","sackin","cluster3",1.07786301281546
"516","sackin","cluster3",0.903680309098212
"517","sackin","cluster3",0.957461737741395
"518","sackin","cluster3",1.02294168682315
"519","sackin","cluster3",1.13777741744986
"520","sackin","cluster3",1.09756691799069
"521","sackin","cluster3",1.04859894605579
"522","sackin","cluster3",1.03409179274579
"523","sackin","cluster3",1.04932172485117
"524","sackin","cluster3",0.95825756261797
"525","sackin","cluster3",1.17360083821934
"526","sackin","cluster3",0.934628730671988
"527","sackin","cluster3",0.875276430498262
"528","sackin","cluster3",0.964469037715286
"529","sackin","cluster3",0.891141862356313
"530","sackin","cluster3",1.08539860144232
"531","sackin","cluster3",1.14257956757644
"532","sackin","cluster3",1.08328758877779
"533","sackin","cluster3",1.04355162785557
"534","sackin","cluster3",1.11796982167353
"535","sackin","cluster3",0.896
"536","sackin","cluster3",1.01708482363151
"537","sackin","cluster3",1.01650776852824
"538","sackin","cluster3",1.12068716802565
"539","sackin","cluster3",0.941
"540","sackin","cluster3",1.0464473629062
"541","sackin","cluster3",0.878973012724944
"542","sackin","cluster3",0.885
"543","sackin","cluster3",1.02102705322924
"544","sackin","cluster3",0.962099125364432
"545","sackin","cluster3",0.907745550919639
"546","sackin","cluster3",0.895397326321844
"547","sackin","cluster3",0.898619818457728
"548","sackin","cluster3",0.946331443312042
"549","sackin","cluster3",1.17312512940636
"550","sackin","cluster3",1.0989283570375
"551","sackin","cluster3",0.91911036979319
"552","sackin","cluster3",0.939804753920391
"553","sackin","cluster3",0.947714618184981
"554","sackin","cluster3",0.970725343394151
"555","sackin","cluster3",1.07589207249318
"556","sackin","cluster3",0.914936107388097
"557","sackin","cluster3",0.884020707942481
"558","sackin","cluster3",1.18299234970937
"559","sackin","cluster3",0.994065006134639
"560","sackin","cluster3",1.00344507583941
"561","sackin","cluster3",1.0236222296999
"562","sackin","cluster3",0.848585278721158
"563","sackin","cluster3",0.89742770574661
"564","sackin","cluster3",1.4682420492488
"565","sackin","cluster3",1.02467739781401
"566","sackin","cluster3",1.05482546277578
"567","sackin","cluster3",1.22925897699545
"568","sackin","cluster3",0.953
"569","sackin","cluster3",1.08658311166326
"570","sackin","cluster3",1.12756435862386
"571","sackin","cluster3",0.838546702428393
"572","sackin","cluster3",0.988461973015854
"573","sackin","cluster3",1.00411522633745
"574","sackin","cluster3",1.03473211434642
"575","sackin","cluster3",0.995216161439558
"576","sackin","cluster3",1.22122243910834
"577","sackin","cluster3",1.22244296996417
"578","sackin","cluster3",1.10993603931574
"579","sackin","cluster3",1.02845327951645
"580","sackin","cluster3",1.41291545328268
"581","sackin","cluster3",0.903696114115064
"582","sackin","cluster3",0.984456653179425
"583","sackin","cluster3",0.936913859527613
"584","sackin","cluster3",0.889853617859791
"585","sackin","cluster3",0.975908268933878
"586","sackin","cluster3",0.991253644314869
"587","sackin","cluster3",1.03150008399204
"588","sackin","cluster3",0.896516660935564
"589","sackin","cluster3",0.894427190999916
"590","sackin","cluster3",0.930924709001458
"591","sackin","cluster3",1.03086479023364
"592","sackin","cluster3",0.88018142836779
"593","sackin","cluster3",0.946244934590744
"594","sackin","cluster3",0.959442399040788
"595","sackin","cluster3",0.902201997768993
"596","sackin","cluster3",0.950433047537283
"597","sackin","cluster3",0.878946516943762
"598","sackin","cluster3",1.141
"599","sackin","cluster3",1.04458832599827
"600","sackin","cluster3",1.03413068413019
"601","sackin","cluster3",1.09455988533867
"602","sackin","cluster3",1.01408462358975
"603","sackin","cluster3",0.938324746433902
"604","sackin","cluster3",1.08658311166326
"605","sackin","cluster3",1.08045916165304
"606","sackin","cluster4",1.23317283934186
"607","sackin","cluster4",0.924279034858748
"608","sackin","cluster4",1.16178042380548
"609","sackin","cluster4",1.70852395052496
"610","sackin","cluster4",1.1921584977611
"611","sackin","cluster4",2.31340697929522
"612","sackin","cluster4",1.18878715320054
"613","sackin","cluster4",1.07589887025907
"614","sackin","cluster4",1.34080888255584
"615","sackin","cluster4",1.416015625
"616","sackin","cluster4",1.30155756539688
"617","sackin","cluster4",0.992966270192724
"618","sackin","cluster4",1.1735570508516
"619","sackin","cluster4",1.23965722859986
"620","sackin","cluster4",1.058796060991
"621","sackin","cluster4",1.12776984314243
"622","sackin","cluster4",1.28220555661191
"623","sackin","cluster4",1.0430306404408
"624","sackin","cluster4",1.13321462692831
"625","sackin","cluster4",1.43632374383035
"626","sackin","cluster4",1.36328125
"627","sackin","cluster4",1.19985468333327
"628","sackin","cluster4",1.07750602534695
"629","sackin","cluster4",1.00402046387119
"630","sackin","cluster4",1.18594420139989
"631","sackin","cluster4",1.13487308154496
"632","sackin","cluster4",1.15689487174833
"633","sackin","cluster4",1.29129037268872
"634","sackin","cluster4",1.05073017938817
"635","sackin","cluster4",1.11794595375723
"636","sackin","cluster4",1.34642938898847
"637","sackin","cluster4",1.67996000696445
"638","sackin","cluster4",1.72106371763506
"639","sackin","cluster4",2.414
"640","sackin","cluster4",1.12631572199989
"641","sackin","cluster4",1.13906313141769
"642","sackin","cluster4",0.932621697556205
"643","sackin","cluster4",1.44236696238486
"644","sackin","cluster4",1.55991328158463
"645","sackin","cluster4",1.20409950032657
"646","sackin","cluster4",1.05209004505928
"647","sackin","cluster4",1.01749643494397
"648","sackin","cluster4",0.971103425666568
"649","sackin","cluster4",1.50351632601465
"650","sackin","cluster4",1.215319233782
"651","sackin","cluster4",1.37034411007828
"652","sackin","cluster4",1.21744114923427
"653","sackin","cluster4",1.20368070138535
"654","sackin","cluster4",1.22092964324732
"655","sackin","cluster4",1.13031550068587
"656","sackin","cluster4",1.54059547004798
"657","sackin","cluster4",1.2557272103445
"658","sackin","cluster4",1.12827988338192
"659","sackin","cluster4",1.37518180616237
"660","sackin","cluster4",1.83233808890044
"661","sackin","cluster4",1.69988470197246
"662","sackin","cluster4",1.729367826373
"663","sackin","cluster4",2.19331190303259
"664","sackin","cluster4",1.19259846331317
"665","sackin","cluster4",1.05730184014458
"666","sackin","cluster4",1.28463446718735
"667","sackin","cluster4",1.76279393980434
"668","sackin","cluster4",1.09529383962324
"669","sackin","cluster4",1.39682193414309
"670","sackin","cluster4",1.45786296732131
"671","sackin","cluster4",1.10610070519818
"672","sackin","cluster4",1.52745557359344
"673","sackin","cluster4",1.26363320804358
"674","sackin","cluster4",1.71784468225734
"675","sackin","cluster4",1.23554125061295
"676","sackin","cluster4",1.33304065144106
"677","sackin","cluster4",1.5578535686465
"678","sackin","cluster4",1.42939533170987
"679","sackin","cluster4",1.16085894125061
"680","sackin","cluster4",1.43903141730296
"681","sackin","cluster4",1.26254563902713
"682","sackin","cluster4",1.16949854866526
"683","sackin","cluster4",1.02162665687671
"684","sackin","cluster4",1.98973458827514
"685","sackin","cluster4",1.3065319729998
"686","sackin","cluster4",1.02489837487243
"687","sackin","cluster4",0.944047974181109
"688","sackin","cluster4",1.04381832056271
"689","sackin","cluster4",1.03007632674438
"690","sackin","cluster4",1.09002194776298
"691","sackin","cluster4",1.095703125
"692","sackin","cluster4",1.39127292602777
"693","sackin","cluster4",0.962558992620668
"694","sackin","cluster4",2.266
"695","sackin","cluster4",1.51028806584362
"696","sackin","cluster4",1.73053586477443
"697","sackin","cluster4",1.25060632608304
"698","sackin","cluster4",1.67083444397491
"699","sackin","cluster4",1.64897301372703
"700","sackin","cluster4",1.65137125065903
"701","sackin","cluster4",1.04940769759662
"702","sackin","cluster4",1.67589564699709
"703","sackin","cluster4",0.941714554790376
"704","sackin","cluster4",1.3287037037037
"705","sackin","cluster4",1.01795778850712
"706","sackin","cluster4",1.22245475236677
